this is a test for unity.####Anna####help request####Hello user I can see your testing stuff on a game?{newline}Maybe "UnityEngine"???&&&Hello user it seems you're running a test on "UnityEngine".
what is the game version?####System####version request####<br><color=#e60073>Totally Not The Beta Game!</color>&&&<br><color=#e60073>Totally Not The Demo Game!</color>&&&<br><color=#e60073>Afterlife Reloaded AI Game Version</color>&&&<br><color=#e60073>Zombies & Drugs - All you can buy!</color>&&&<br><color=#e60073>Zombies, Drugs & Whores - What more could you want!</color>&&&<br><color=#e60073>Power trip like Superman</color>&&&<br><color=#e60073>AI + Drugs = Chaos</color>&&&<br><color=#e60073>Build your drug empire today</color>&&&<br><color=#e60073>Hyland Point awaits you!</color>&&&<br><color=#e60073>Drug deals, high stakes, and gambling</color>&&&<br><color=#e60073>Conquer the underworld drug cartels!</color>&&&<br><color=#e60073>Watch out for cartels ready to take all you got!</color>&&&<br><color=#e60073>Expand your empire fast, buy & sell product</color>&&&<br><color=#e60073>The law's always watching or are they??</color>&&&<br><color=#e60073>Who’s the real boss?</color>&&&<br><color=#e60073>Reign supreme, no mercy</color>&&&<br><color=#e60073>Keep your stash hidden!</color>&&&<br><color=#e60073>Underworld or bust!</color>&&&<br><color=#e60073>Don't trust anyone</color>&&&<br><color=#e60073>Rise from the streets</color>&&&<br><color=#e60073>Start your empire now</color>&&&<br><color=#e60073>The city is yours</color>&&&<br><color=#e60073>Play the game, or lose</color>
what is the message of the day?####System####daily update####• Hello, user! {newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• A modded version of Schedule I. {newline}{newline}• All credit goes to the original creator.{newline}{newline}• Get ready to build your drug empire in Hyland Point.&&&• Hello, weed user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator{newline}{newline}• Begin your journey to dominate the underworld in Hyland Point.&&&• Hello, user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator{newline}{newline}• Start your drug empire today in the gritty world of Hyland Point.&&&• Hello, weed user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I{newline}{newline}• All credit goes to the original creator{newline}{newline}• Face cartel competitors and law enforcement in Hyland Point.&&&• Hello, user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I{newline}{newline}• All credit goes to the original creator{newline}{newline}• Build your empire in Hyland Point from scratch.&&&• Hello, weed user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator.{newline}{newline}• Navigate the dangerous world of drugs and power in Hyland Point.&&&• Hello, user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator.{newline}{newline}• Compete with cartels and the law to reign supreme in Hyland Point.&&&• Hello, weed user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator.{newline}{newline}• Rise from nothing to a powerful drug lord in Hyland Point.&&&• Hello, user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator.{newline}{newline}• Build your empire and avoid law enforcement in the streets of Hyland Point.&&&• Hello, weed user!{newline}{newline}• This is the beta version of Schedule I, {newline}{newline}• a modded version of Schedule I.{newline}{newline}• All credit goes to the original creator.{newline}{newline}• Establish your drug empire in Hyland Point and challenge your enemies.
choose a random x for postOffice in schedule I####System####position request####-2.8537
choose a random y for postOffice in schedule I####System####position request####0
choose a random z for postOffice in schedule I####System####position request####0.3383
grab x position for postOffice in schedule I####System####object request####-2.8537
grab y position for postOffice in schedule I####System####object request####0
grab z position for postOffice in schedule I####System####object request####0.3383
grab x position for postOffice in schedule i####System####object request####-2.8537
grab y position for postOffice in schedule i####System####object request####0
grab z position for postOffice in schedule i####System####object request####0.3383
x####System####object request####-2.8537
y####System####object request####0
z####System####object request####0.3383
choose a scene object####System####object request####PostOffice
